qtl_accession_id,qtl_name,published_symbol,to_accession,trait_category,trait_name,trait_symbol,chromosome,start,end
CQAL33,BNL6.32,,TO:0000402,Quality,grain width,GRWD,Chr. 5,7807745,7807830
AQGE008,BNL6.32,,TO:0000402,Quality,grain width,GRWD,Chr. 5,7807745,7807830
AQGE009,BNL6.32,,TO:0000402,Quality,grain width,GRWD,Chr. 5,7807745,7807830
CQAL17,BNL6.32,,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,7807745,7807830
CQAL36,BNL6.32,,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,7807745,7807830
CQAL19,BNL6.32,,TO:0000383,Quality,grain belly percent white,GRBPCENTWHT,Chr. 5,7807745,7807830
AQHR038,BNL6.32,qPH-5-1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,1115821,1861699
AQHR012,BNL6.32,qTN-5-1,TO:0000346,Vigor,tiller number,TINB,Chr. 5,7807745,7807830
AQHR014,BNL6.32,qTN-5-3,TO:0000346,Vigor,tiller number,TINB,Chr. 5,21372057,26848303
AQHR015,BNL6.32,qTN-5-4,TO:0000346,Vigor,tiller number,TINB,Chr. 5,26934304,27342124
AQHR016,BNL6.32,qTN-5-4,TO:0000346,Vigor,tiller number,TINB,Chr. 5,26934304,27342124
AQHR017,BNL6.32,qTN-5-5,TO:0000346,Vigor,tiller number,TINB,Chr. 5,27342022,28706633
AQHR018,BNL6.32,qTN-5-5,TO:0000346,Vigor,tiller number,TINB,Chr. 5,27342022,28706633
AQFJ037,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,26848154,26848303
AQEI021,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,26848154,26848303
AQEI039,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,26848154,26848303
AQEI079,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,7497918,18050974
AQEI111,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,7497918,18050974
AQEI135,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,26848154,26848303
AQDQ046,BNL6.32,ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,6132767,18875558
CQAX34,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,358372,18875558
AQDQ044,BNL6.32,tgwt5a,TO:0000181,Yield,seed weight,SDWT,Chr. 5,6132767,18875558
AQDQ045,BNL6.32,tgwt5a,TO:0000181,Yield,seed weight,SDWT,Chr. 5,6132767,18875558
AQDQ049,BNL6.32,tgwt5b,TO:0000181,Yield,seed weight,SDWT,Chr. 5,18874932,24262670
AQDQ050,BNL6.32,tgwt5b,TO:0000181,Yield,seed weight,SDWT,Chr. 5,18874932,24262670
AQDQ042,BNL6.32,nfg5,TO:0000447,Yield,filled grain number,FGRNB,Chr. 5,6132767,6133121
AQDQ047,BNL6.32,gwt5,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 5,18874932,24262670
AQDQ048,BNL6.32,gwt5,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 5,18874932,24262670
CQAO12,BNL6.32,tgwt5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,6132767,18875558
AQDQ043,BNL6.32,sf5,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,6132767,6133121
AQCL003,BNL6.32,,TO:0000429,Abiotic stress,salt sensitivity,SALTSN,Chr. 5,18874932,18875558
CQAO20,BNL6.32,np5,TO:0000152,Yield,panicle number,PNNB,Chr. 5,2973732,6133121
CQAO21,BNL6.32,gwt5,TO:0000181,Yield,seed weight,SDWT,Chr. 5,2973732,2974000
AQAJ004,BNL6.32,qRf-5,TO:0000308,Sterility or fertility,male fertility restoration,MALERF,Chr. 5,28696887,28851537
AQAK018,BNL6.32,qTNSP-5,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,18874932,19196736
AQCF033,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,21570483,25606669
AQAK011,BNL6.32,qNFGP-5-1,TO:0000447,Yield,filled grain number,FGRNB,Chr. 5,18874932,19196736
AQAK012,BNL6.32,qNFGP-5-2,TO:0000447,Yield,filled grain number,FGRNB,Chr. 5,23487857,24262670
AQCF032,BNL6.32,,TO:0000447,Yield,filled grain number,FGRNB,Chr. 5,21570483,25606669
AQEJ056,BNL6.32,,TO:0000542,Anatomy,leaf length to width ratio,LFLGWDRO,Chr. 5,27061651,28326374
AQAK029,BNL6.32,qTGWT-5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,21570483,23488373
AQCF007,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,21570483,25606669
AQCF018,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,21570483,25606669
AQCF034,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,21570483,25606669
AQEJ077,BNL6.32,,TO:0000434,Vigor,root activity,RTACT,Chr. 5,25606170,26934954
AQEJ058,BNL6.32,,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,27061651,28326374
AQEJ075,BNL6.32,,TO:0000540,Anatomy,leaf area,LFAR,Chr. 5,25606170,26934954
AQEJ060,BNL6.32,,TO:0000616,Anatomy,leaf perimeter,LFPM,Chr. 5,27061651,28326374
AQEL018,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 5,2781932,2782394
CQU10,BNL6.32,,TO:0000705,Biochemical,acid phosphatase activity,ACIDPASEACT,Chr. 5,21570483,21570917
CQAS54,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,25606170,28517842
CQAS57,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 5,27453309,29095211
CQAS53,BNL6.32,ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,21463844,28517842
CQAS60,BNL6.32,gpp5,TO:0000445,Yield,seed number,SDNB,Chr. 5,492280,21570917
CQAS64,BNL6.32,gppl5,TO:0000445,Yield,seed number,SDNB,Chr. 5,492280,21570917
CQAS61,BNL6.32,pss5,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,492280,21570917
CQAS58,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,2091276,12457719
CQAS63,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,25606170,27453817
CQAS65,BNL6.32,,TO:0000396,Yield,yield,YLD,Chr. 5,12454537,12457719
CQAS56,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,12454537,24262670
CQAS62,BNL6.32,gw5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,492280,27453817
CQAS55,BNL6.32,,TO:0000469,Development,days to maturity,DTMT,Chr. 5,2091276,12457719
CQAS59,BNL6.32,,TO:0000625,Anatomy,spikelet density,SPKDN,Chr. 5,12454537,24262670
AQGP003,BNL6.32,qDTH-5,TO:0000137,Development,days to heading,DTHD,Chr. 5,19196472,19196736
CQAE10,BNL6.32,ph5.1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,27342124
AQGH005,BNL6.32,qGPA5,TO:0000445,Yield,seed number,SDNB,Chr. 5,7807745,7807830
AQGH022,BNL6.32,qGPA5,TO:0000445,Yield,seed number,SDNB,Chr. 5,7807745,7807830
AQGH013,BNL6.32,qGW5,TO:0000181,Yield,seed weight,SDWT,Chr. 5,7807745,7807830
AQGH030,BNL6.32,qGW5,TO:0000181,Yield,seed weight,SDWT,Chr. 5,7807745,7807830
AQA031,BNL6.32,qRTV5-1,TO:0000233,Anatomy,root volume,RTVOL,Chr. 5,2091276,3876475
AQA032,BNL6.32,qRTV5-3,TO:0000233,Anatomy,root volume,RTVOL,Chr. 5,22556049,24262670
AQA037,BNL6.32,qRTT5-1,TO:0000306,Anatomy,root thickness,RTTH,Chr. 5,2091276,2797130
AQB007,BNL6.32,,TO:0000376,Quality,consistency viscosity,CONVIS,Chr. 5,2091276,3876475
AQGM010,BNL6.32,qPL-5,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,26848154,26848303
AQGP047,BNL6.32,qPL-5,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,2881317,2881455
AQGP035,BNL6.32,qYI-5,TO:0000396,Yield,grain yield,GRYLD,Chr. 5,2881317,2881455
AQGP082,BNL6.32,qYI-5,TO:0000396,Yield,grain yield,GRYLD,Chr. 5,19196472,19196736
AQGP029,BNL6.32,qGW-5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,27342022,27342124
AQJ009,BNL6.32,,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,2091276,2797130
AQGP022,BNL6.32,qFER-5,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,2881317,2881455
AQGP063,BNL6.32,qFER-5,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,19196472,19196736
AQEE015,BNL6.32,,TO:0000222,Quality,head rice,HEADR,Chr. 5,18691407,25101945
AQEE019,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 5,18691407,25101945
AQEE044,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 5,23976333,23976580
AQEE046,BNL6.32,,TO:0000381,Quality,cracked grain percentage,CRKGRPCENT,Chr. 5,23976333,23976580
AQEE035,BNL6.32,,TO:0000617,Quality,colored grain percentage,CLGRPCENT,Chr. 5,18691407,18691579
AQFE096,BNL6.32,ph5.1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,25101829,27342124
AQFE097,BNL6.32,ph5.1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,25101829,27342124
AQFE062,BNL6.32,pss5.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,189782,189982
AQFE063,BNL6.32,pss5.2,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,21644432,25101945
AQFE115,BNL6.32,tt5.1,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,26848154,26848303
AQFE076,BNL6.32,gw5.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 5,20944257,21644617
AQFE077,BNL6.32,gw5.1,TO:0000269,Yield,100-grain weight,HGRWT,Chr. 5,20944257,21644617
AQBS003,BNL6.32,dth5.1,TO:0000137,Development,days to heading,DTHD,Chr. 5,28325986,28326374
AQBS044,BNL6.32,gpl5.1,TO:0000445,Yield,grain number,GRNB,Chr. 5,28325986,28326374
AQBS051,BNL6.32,pss5.1,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,28325986,28326374
AQBS057,BNL6.32,gw5.1,TO:0000181,Yield,seed weight,SDWT,Chr. 5,5255880,5256140
AQBS065,BNL6.32,yld5.1,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,28325986,28326374
AQBS011,BNL6.32,dtm5.1,TO:0000469,Development,days to maturity,DTMT,Chr. 5,28325986,28326374
CQH23,BNL6.32,rpf5.1,TO:0000093,Abiotic stress,root pulling force,RTPF,Chr. 5,19196472,19196736
AQR029,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 5,2781932,2782394
AQR022,BNL6.32,,TO:0000092,Abiotic stress,deep root to shoot ratio,DRTSHRO,Chr. 5,2781932,2782394
AQR036,BNL6.32,,TO:0000519,Abiotic stress,rooting depth,RTDP,Chr. 5,3342053,3618938
AQR037,BNL6.32,,TO:0000519,Abiotic stress,rooting depth,RTDP,Chr. 5,3342053,3618938
CQA8,BNL6.32,QTL5a,TO:0000366,Development,reproductive growth time,RGTM,Chr. 5,1115821,1117907
CQA10,BNL6.32,QTL5b,TO:0000366,Development,reproductive growth time,RGTM,Chr. 5,28325986,29193114
CQA7,BNL6.32,QTL5a,TO:0000369,Development,vegetative growth time,VGTM,Chr. 5,1115821,1117907
CQA9,BNL6.32,QTL5b,TO:0000369,Development,vegetative growth time,VGTM,Chr. 5,28325986,29193114
CQAN11,BNL6.32,qHD-5,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,21373047
CQAN14,BNL6.32,qHD-5,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,21373047
CQAG11,BNL6.32,qBDV-5,TO:0000374,Quality,breakdown viscosity,BRKVIS,Chr. 5,21372057,21570917
CQAG22,BNL6.32,qSBV-5-1,TO:0000412,Quality,setback,SETBK,Chr. 5,21372057,24321570
CQAG23,BNL6.32,qSBV-5-2,TO:0000412,Quality,setback,SETBK,Chr. 5,23487857,27342124
CQAU1,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,21570483,21570917
AQDK003,BNL6.32,Ra5a,TO:0000096,Vigor,ratooning ability,RAAB,Chr. 5,21372057,21570917
CQB17,BNL6.32,ssp-5,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,18874932,21570917
CQB16,BNL6.32,gw-5,TO:0000382,Yield,1000-grain weight,TGRWT,Chr. 5,18874932,19196736
AQBY007,BNL6.32,,TO:0000278,Vigor,root to shoot ratio,RTSHRO,Chr. 5,21372057,21570917
AQBP001,BNL6.32,qAC-5,TO:0000196,Quality,amylose content,AMYCN,Chr. 5,21372057,21570917
AQDK018,BNL6.32,Gwt5a,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,18874932,19196736
AQAN001,BNL6.32,qDT-5,TO:0000276,Abiotic stress,drought tolerance,DRTL,Chr. 5,27342022,28610866
AQDI002,BNL6.32,std-5,TO:0000036,Sterility or fertility,hybrid incompatibilty,HYBIC,Chr. 5,21372057,21373047
AQBK013,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,27342124
AQBK015,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,21372057,27342124
AQBK016,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,10776494,27342124
AQBK017,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,21570483,27342124
AQBK018,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,21372057,27342124
AQBK049,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,27061651,27118665
AQBK050,BNL6.32,,TO:0000455,Yield,seed set percent,SDSPCENT,Chr. 5,27061651,27118665
CQAA18,BNL6.32,,TO:0000626,Abiotic stress,relative phosphorus distribution between shoot and root,RELPHOCONCSHRT,Chr. 5,21570483,27342124
CQAA19,BNL6.32,,TO:0000626,Abiotic stress,relative phosphorus distribution between shoot and root,RELPHOCONCSHRT,Chr. 5,21372057,27342124
AQGS018,BNL6.32,gn5.1,TO:0000445,Yield,grain number,GRNB,Chr. 5,5329840,7498116
AQGS022,BNL6.32,gnp5.1,TO:0000445,Yield,grain number,GRNB,Chr. 5,5329840,10776621
AQGS051,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,7497918,7498116
AQGS013,BNL6.32,snp5.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,5329840,10776621
AQGS014,BNL6.32,snp5.2,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,7497918,10776621
AQGS045,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,7497918,7498116
AQGS005,BNL6.32,nt5.1,TO:0000346,Vigor,tiller number,TINB,Chr. 5,7497918,10776621
AQGS009,BNL6.32,pl5.1,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,10776494,19196736
AQDX007,BNL6.32,,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 5,189782,494181
AQDX008,BNL6.32,,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 5,24316513,28610866
AQEA227,BNL6.32,QHd5a,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,2091910
AQEA228,BNL6.32,QHd5a,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,2091910
AQEA229,BNL6.32,QHd5a,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,2091910
AQEA230,BNL6.32,QHd5a,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,2091910
AQEA231,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA232,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA233,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA234,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA235,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA236,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA237,BNL6.32,QHd5b,TO:0000137,Development,days to heading,DTHD,Chr. 5,24261900,27118665
AQEA558,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA560,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA562,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA564,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA566,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA568,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQEA570,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,18874932,18875558
AQBB127,BNL6.32,Ph5-1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,2091276,2782394
AQBB128,BNL6.32,Ph5-1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,2091276,2782394
AQBB129,BNL6.32,Ph5-1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,2091276,2782394
AQBB130,BNL6.32,Ph5-1,TO:0000207,Vigor,plant height,PTHT,Chr. 5,2091276,2782394
AQBB131,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB132,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB133,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB134,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB135,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB136,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB137,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB138,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB139,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQBB140,BNL6.32,Ph5-2,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA083,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA084,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA085,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA086,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA087,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA088,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA089,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA090,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA091,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA092,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA093,BNL6.32,QPh5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18528503,19546377
AQEA315,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA317,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA319,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA321,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA323,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA325,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA327,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA329,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22556049,22557544
AQEA359,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA361,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA363,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA365,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA367,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA369,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA371,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA416,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA418,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA420,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA422,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA424,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA426,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA428,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQEA430,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQBC045,BNL6.32,mtn5,TO:0000346,Vigor,tiller number,TINB,Chr. 5,22556049,24262670
AQBC046,BNL6.32,mtn5,TO:0000346,Vigor,tiller number,TINB,Chr. 5,22556049,24262670
CQQ21,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 5,2091276,2782394
CQAI34,BNL6.32,qRTV5-1,TO:0000233,Anatomy,root volume,RTVOL,Chr. 5,2091276,2782394
CQAI35,BNL6.32,qRTV5-3,TO:0000233,Anatomy,root volume,RTVOL,Chr. 5,22556049,24262670
CQQ26,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 5,18528503,22557544
CQAI40,BNL6.32,qRTT5-1,TO:0000306,Anatomy,root thickness,RTTH,Chr. 5,2091276,2782394
CQQ10,BNL6.32,,TO:0000278,Vigor,root to shoot ratio,RTSHRO,Chr. 5,2091276,2782394
DQE23,BNL6.32,,TO:0000085,Abiotic stress,leaf rolling,LFRL,Chr. 5,22556049,24262670
DQE24,BNL6.32,,TO:0000085,Abiotic stress,leaf rolling,LFRL,Chr. 5,22556049,24262670
DQE25,BNL6.32,,TO:0000085,Abiotic stress,leaf rolling,LFRL,Chr. 5,22556049,24262670
DQE6,BNL6.32,,TO:0000446,Abiotic stress,leaf drying,LFDRY,Chr. 5,22556049,24262670
DQE50,BNL6.32,,TO:0000136,Abiotic stress,relative water content,RELWCN,Chr. 5,18528503,24262670
AQBC050,BNL6.32,ppt5,TO:0000453,Yield,panicle tiller ratio,PNTIRO,Chr. 5,24261900,27118665
AQBC051,BNL6.32,ppt5,TO:0000453,Yield,panicle tiller ratio,PNTIRO,Chr. 5,24261900,27118665
AQBC052,BNL6.32,ppt5,TO:0000453,Yield,panicle tiller ratio,PNTIRO,Chr. 5,24261900,27118665
AQBC059,BNL6.32,ta5,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,18528503,18875558
AQBC060,BNL6.32,ta5,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,18528503,18875558
AQBC061,BNL6.32,ta5,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,18528503,18875558
AQW004,BNL6.32,qBB5,TO:0000175,Biotic stress,bacterial blight disease resistance,BBRS,Chr. 5,24261900,24262670
AQBX012,BNL6.32,Pdw5,TO:0000014,Yield,panicle weight,PNWT,Chr. 5,18528503,19546377
AQBX013,BNL6.32,Pdw5,TO:0000014,Yield,panicle weight,PNWT,Chr. 5,18528503,19546377
AQBX031,BNL6.32,Pdw5,TO:0000014,Yield,panicle weight,PNWT,Chr. 5,18528503,19546377
DQE38,BNL6.32,,TO:0000515,Abiotic stress,relative growth rate,RELGRATE,Chr. 5,2091276,2782394
CQQ2,BNL6.32,,TO:0000279,Abiotic stress,root weight,RTWT,Chr. 5,18874932,19546377
AQHH026,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH036,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH044,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH046,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH052,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH054,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQHH063,BNL6.32,,TO:0000170,Abiotic stress,elongation ability,ELAB,Chr. 5,2781932,2782394
AQCU123,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,446276
AQCU186,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,6699817,18875558
AQFW076,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,445795,446276
AQFW190,BNL6.32,,TO:0000137,Development,days to heading,DTHD,Chr. 5,5255880,6700408
AQCU197,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,22579390,29285656
AQCU204,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,5255880,6700408
AQFW143,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,5255880,5256140
AQCU153,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,6699817,18875558
AQCU164,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,5255880,5256140
AQFW115,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,5255880,5256140
AQFW173,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,445795,446276
AQFW253,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,445795,446276
AQCE015,BNL6.32,QPl5,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,5255880,5256140
AQFW036,BNL6.32,QPl5,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,445795,446276
AQFW233,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,445795,446276
