"Subject","Predicate","Object","Provenance","Score"
"urc2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16738548","9.4148"
"kxd1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000155945|YLR093C|toxaphene (640 uM)","9.7064"
"mdh1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000181479|YOL015W|myriocin (1 uM)","9.9437"
"pxa2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000153807|YOR037W|glyoxal (20 mM)","11.3666"
"cwc15 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16738548","9.2863"
"get1 (saccharomyces cerevisiae s288c)","is adjacent to","get1 (saccharomyces cerevisiae s288c)","20691087","9.6477"
"get1 (saccharomyces cerevisiae s288c)","is adjacent to","stt3 (saccharomyces cerevisiae s288c)","S000126482|YPL091W|selenite(2-)","9.3864"
"get1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000148149|YHL025W|neothyonidioside (10 uM)","9.6032"
"get1 (saccharomyces cerevisiae s288c)","is functionally related to","jac1 (saccharomyces cerevisiae s288c)","S000156575|YPL002C|mutalomycin sodium salt","9.4734"
"get1 (saccharomyces cerevisiae s288c)","is functionally related to","stt3 (saccharomyces cerevisiae s288c)","S000156575|YPL002C|21-deoxyconcanamycin A","9.3864"
"get1 (saccharomyces cerevisiae s288c)","binds with","4-chlorophenol, nickel (+2) salt","19805573","9.2919"
"get1 (saccharomyces cerevisiae s288c)","binds with","4-chlorophenol, nickel (+2) salt","S000147019|YDR383C|quinine (1.5 g/L)","9.2919"
"get1 (saccharomyces cerevisiae s288c)","binds with","get2 (saccharomyces cerevisiae s288c)","S000125883|YDR383C|hydrogen peroxide (4 mM)","8.7239"
"get1 (saccharomyces cerevisiae s288c)","binds with","get3 (saccharomyces cerevisiae s288c)","S000128318|YBL093C|2-deoxy-D-glucose (0.15%)","9.4357"
"get1 (saccharomyces cerevisiae s288c)","binds with","jac1 (saccharomyces cerevisiae s288c)","STRING-db4932.YBR045C","9.4734"
"get1 (saccharomyces cerevisiae s288c)","binds with","pet10 (saccharomyces cerevisiae s288c)","S000156575|YPL002C|cladoniamide derivative","9.5268"
"get1 (saccharomyces cerevisiae s288c)","binds with","vps5 (saccharomyces cerevisiae s288c)","S000154309|YPL003W|aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM)","9.5461"
"get1 (saccharomyces cerevisiae s288c)","binds with","tellurite","19004804","9.7426"
"get1 (saccharomyces cerevisiae s288c)","binds with","tellurite","S000153037|YPL003W|edelfosine (60 uM)","9.7426"
"get1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000154357|YBR115C|acetic acid (180 mM)","9.6032"
"get1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPL002C","9.7335"
"get1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YDR028C","9.7335"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","get2 (saccharomyces cerevisiae s288c)","STRING-db4932.YIR018W","8.7239"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","get3 (saccharomyces cerevisiae s288c)","NA","9.4357"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","get1 (saccharomyces cerevisiae s288c)","STRING-db4932.YDR383C","9.6477"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","pet10 (saccharomyces cerevisiae s288c)","23416056","9.5268"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","vps5 (saccharomyces cerevisiae s288c)","NA","9.5461"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","pomecin a","S000126482|YPL091W|selenite(2-)","9.1811"
"get1 (saccharomyces cerevisiae s288c)","gene product variant decreases","pomecin a","S000152383|YJL172W|cycloheximide (100 ng/ml)","9.1811"
"reg2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","15254266","9.6662"
"gip1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","17176259","9.7341"
"prs1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000130582|YML067C|doxorubicin (25 ug/ml)","9.8433"
"prs1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YGR135W","9.8433"
"rpn4 (saccharomyces cerevisiae s288c)","affects","pre2 (saccharomyces cerevisiae s288c)","21179023","10.8705"
"rpn4 (saccharomyces cerevisiae s288c)","binds with","rpn6 (saccharomyces cerevisiae s288c)","23403841","9.1876"
"rpn4 (saccharomyces cerevisiae s288c)","binds with","gpd1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR035C","8.9183"
"rpn4 (saccharomyces cerevisiae s288c)","binds with","nas2 (saccharomyces cerevisiae s288c)","NA","9.7537"
"rpn4 (saccharomyces cerevisiae s288c)","binds with","cd2+","24968945","9.964"
"rpn4 (saccharomyces cerevisiae s288c)","gene product variant increases","ubr2 (saccharomyces cerevisiae s288c)","16227572","10.6413"
"rpn4 (saccharomyces cerevisiae s288c)","gene product variant increases","rpn12 (saccharomyces cerevisiae s288c)","16738548","9.466"
"rpn4 (saccharomyces cerevisiae s288c)","gene product variant decreases","n-[(2s)-2-{[(2r)-2-amino-3-sulfanylpropyl]amino}-3-methylbutyl]-l-phenylalanyl-l-methionine","16415861","8.8881"
"rpn4 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","osh2 (saccharomyces cerevisiae s288c)","21179023","9.1915"
"rpn4 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","gpm2 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL268W","9.8182"
"rim2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YBL007C","9.564"
"stt3 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000156575|YDR495C|21-deoxyconcanamycin A","9.3864"
"stt3 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YDR028C","9.3864"
"vas1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","26432634","9.642"
"pex5 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152189|YBR004C|mefloquine","9.5411"
"ydr131c (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000152383|YPL023C|cycloheximide (100 ng/ml)","9.7644"
"ydr131c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000135963|YOR197W|BAR0329 (4-{[3-(4-chlorobenzyl)-2-methoxyquinolin-6-yl]methyl}piperazine-1-carboximidamide)","9.7644"
"ydr286c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000120954|YML060W|amiodarone (10 uM)","10.1847"
"elf1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","24360837","10.0127"
"spr3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000155945|YNL140C|toxaphene (640 uM)","9.8246"
"rtg3 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000077020|YPL266W|sorbate (2 mM)","9.7322"
"vps55 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000185134|YER083C|valinomycin (15 mg/l)","9.6736"
"paa1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","16820484","8.7692"
"gpm2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000176422|YNL268W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.8367"
"atc1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","19324962","9.3277"
"tpo2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000147087|YGR094W|methyl methanesulfonate","9.2567"
"tpo2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YGR135W","9.2567"
"mfb1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000135573|YBR176W|neomycin (5.5 mg/ml)","9.5112"
"mfb1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000183420|YBR105C|2-deoxyglucose (200 ug/ml)","9.5112"
"sla1 (saccharomyces cerevisiae s288c)","is adjacent to","hua1 (saccharomyces cerevisiae s288c)","S000147087|YLR323C|methyl methanesulfonate","9.2481"
"sla1 (saccharomyces cerevisiae s288c)","is adjacent to","ymr253c (saccharomyces cerevisiae s288c)","S000148025|YGR099W|sirolimus (0.1 ug/ml)","9.3888"
"sla1 (saccharomyces cerevisiae s288c)","is adjacent to","ynl144c (saccharomyces cerevisiae s288c)","S000080816|YPL193W|Calcofluor White","8.9185"
"sla1 (saccharomyces cerevisiae s288c)","is functionally related to","yjr115w (saccharomyces cerevisiae s288c)","S000125800|YPL193W|5-fluorouracil (15 ug/ml)","9.7233"
"sla1 (saccharomyces cerevisiae s288c)","affects","ydl206w (saccharomyces cerevisiae s288c)","STRING-db4932.YHR034C","9.2328"
"sla1 (saccharomyces cerevisiae s288c)","gene product variant increases","spo23 (saccharomyces cerevisiae s288c)","STRING-db4932.YHR034C","9.2145"
"sla1 (saccharomyces cerevisiae s288c)","gene product variant increases","hua2 (saccharomyces cerevisiae s288c)","S000135283|YPL193W|sodium arsenite (1 mM)","9.1343"
"sla1 (saccharomyces cerevisiae s288c)","gene product variant increases","gmh1 (saccharomyces cerevisiae s288c)","NA","9.6352"
"sla1 (saccharomyces cerevisiae s288c)","gene product variant decreases","sma1 (saccharomyces cerevisiae s288c)","S000181479|YGR099W|myriocin (1 uM)","9.5339"
"sla1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ymr147w (saccharomyces cerevisiae s288c)","STRING-db4932.YPL193W","9.696"
"asp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","23335509","9.7399"
"asp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YOL033W","10.1036"
"asp1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","16061773","10.1036"
"asp1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","21978764","9.7399"
"dhh1 (saccharomyces cerevisiae s288c)","is functionally related to","emp65 (saccharomyces cerevisiae s288c)","S000156575|YBL103C|hygrolidin","10.1224"
"dhh1 (saccharomyces cerevisiae s288c)","is functionally related to","ycl049c (saccharomyces cerevisiae s288c)","S000156575|YBL103C|hygrolidin","9.2067"
"dhh1 (saccharomyces cerevisiae s288c)","is functionally related to","ydl159w-a (saccharomyces cerevisiae s288c)","S000156575|YDR495C|21-deoxyconcanamycin A","8.8355"
"dhh1 (saccharomyces cerevisiae s288c)","is functionally related to","ynl200c (saccharomyces cerevisiae s288c)","S000156575|YEL007W|elaiophylin (azalomycin B)","10.0396"
"dhh1 (saccharomyces cerevisiae s288c)","affects","cwp2 (saccharomyces cerevisiae s288c)","S000121776|YDR505C|pyocyanin (75 ug/ml)","9.3692"
"dhh1 (saccharomyces cerevisiae s288c)","binds with","ycl042w (saccharomyces cerevisiae s288c)","NA","10.1354"
"dhh1 (saccharomyces cerevisiae s288c)","binds with","ist2 (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.5126"
"dhh1 (saccharomyces cerevisiae s288c)","binds with","ypl014w (saccharomyces cerevisiae s288c)","S000156575|YDR495C|cladoniamide derivative","9.4336"
"dhh1 (saccharomyces cerevisiae s288c)","gene product variant increases","ydr524c-b (saccharomyces cerevisiae s288c)","23403841","8.9105"
"dhh1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ykr075c (saccharomyces cerevisiae s288c)","S000082079|YLR240W|cyclosporin A (150 ug/ml)","9.4935"
"ist2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000075297|YHR060W|cyclosporin A (100 ug/ml)","9.6022"
"das1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000142378|YNL253W|bleomycin (3.2 uM)","8.9957"
"fbp26 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YAL056W","9.1042"
"fbp26 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000156575|YNL004W|nigericin","10.1639"
"bud13 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YDL100C","8.8426"
"ygr201c (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","19054128","9.6913"
"snx4 (saccharomyces cerevisiae s288c)","binds with","irc18 (saccharomyces cerevisiae s288c)","17615295","9.27"
"snx4 (saccharomyces cerevisiae s288c)","binds with","stu1 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.3845"
"snx4 (saccharomyces cerevisiae s288c)","binds with","yip4 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.5835"
"snx4 (saccharomyces cerevisiae s288c)","binds with","snn1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL094C","10.0193"
"snx4 (saccharomyces cerevisiae s288c)","binds with","cog4 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.4628"
"snx4 (saccharomyces cerevisiae s288c)","binds with","yig1 (saccharomyces cerevisiae s288c)","24034557","9.8814"
"snx4 (saccharomyces cerevisiae s288c)","gene product variant increases","cog3 (saccharomyces cerevisiae s288c)","14661025","9.7421"
"snx4 (saccharomyces cerevisiae s288c)","gene product variant increases","cog1 (saccharomyces cerevisiae s288c)","21231968","9.4628"
"snx4 (saccharomyces cerevisiae s288c)","gene product variant increases","ecm11 (saccharomyces cerevisiae s288c)","24360837","9.7397"
"snx4 (saccharomyces cerevisiae s288c)","gene product variant decreases","ylr031w (saccharomyces cerevisiae s288c)","18568365","8.8902"
"nkp1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YPL105C","9.5268"
"nkp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YDR219C","9.8201"
"nkp1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","18355271","9.8201"
"cps1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","17141224","10.1306"
"cps1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","NA","10.1306"
"alg2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YER151C","9.3077"
"alg2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YPL061W","9.3077"
"vma7 (saccharomyces cerevisiae s288c)","is adjacent to","mtl1 (saccharomyces cerevisiae s288c)","STRING-db4932.YGR275W","9.4628"
"vma7 (saccharomyces cerevisiae s288c)","is adjacent to","cladoniamide derivative","STRING-db4932.YBL019W","9.7421"
"vma7 (saccharomyces cerevisiae s288c)","affects","elaiophylin","S000152473|YCL049C|benzo[a]pyrene","8.8902"
"vma7 (saccharomyces cerevisiae s288c)","affects","hygrolidin","STRING-db4932.YCL049C","10.0193"
"vma7 (saccharomyces cerevisiae s288c)","affects","ygr018c (saccharomyces cerevisiae s288c)","S000153040|YEL068C|dieldrin (460 uM)","9.27"
"vma7 (saccharomyces cerevisiae s288c)","affects","ygr017w (saccharomyces cerevisiae s288c)","S000152507|YBR242W|2,4-diacetylphloroglucinol (120 ug/ml)","9.7397"
"vma7 (saccharomyces cerevisiae s288c)","affects","21-deoxyconcanamycin a","S000156575|YBR242W|tunicamycin (tunicamycin B)","9.8814"
"vma7 (saccharomyces cerevisiae s288c)","affects","elaiophylin","STRING-db4932.YKL002W","9.5835"
"vma7 (saccharomyces cerevisiae s288c)","affects","10-methyl-4-oxo-4,10-dihydrophenazin-5-ium","S000132305|YEL057C|nickel sulfate","9.4628"
"vma7 (saccharomyces cerevisiae s288c)","affects","cladoniamide derivative","S000181446|YEL057C|caspofungin (30 ng/ml)","9.7421"
"vma7 (saccharomyces cerevisiae s288c)","binds with","elaiophylin","16251355","8.8902"
"vma7 (saccharomyces cerevisiae s288c)","binds with","hygrolidin","STRING-db4932.YOR115C","10.0193"
"vma7 (saccharomyces cerevisiae s288c)","binds with","ygr018c (saccharomyces cerevisiae s288c)","21437883","9.27"
"vma7 (saccharomyces cerevisiae s288c)","binds with","ygr017w (saccharomyces cerevisiae s288c)","STRING-db4932.YCR020W-B","9.7397"
"vma7 (saccharomyces cerevisiae s288c)","binds with","hygrolidin","S000153834|YCL049C|chloroquine (2.9 mM)","9.3845"
"vma7 (saccharomyces cerevisiae s288c)","gene product variant increases","21-deoxyconcanamycin a","9335584","9.8814"
"vma7 (saccharomyces cerevisiae s288c)","gene product variant decreases","mtl1 (saccharomyces cerevisiae s288c)","STRING-db4932.YKL002W","9.4628"
"vma7 (saccharomyces cerevisiae s288c)","gene product variant decreases","elaiophylin","25241291","9.5835"
"vma7 (saccharomyces cerevisiae s288c)","gene product variant decreases","10-methyl-4-oxo-4,10-dihydrophenazin-5-ium","21179023","9.4628"
"vma7 (saccharomyces cerevisiae s288c)","gene product variant decreases","hygrolidin","23416056","9.3845"
"sor2 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000152473|YMR147W|benzo[a]pyrene","9.2481"
"hek2 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000135573|YGR268C|amitrole (22 mg/ml)","11.5946"
"hek2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000138794|YLR091W|glycolaldehyde (0.01 mM)","10.3425"
"ygl081w (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","10.062"
"ygl081w (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000079982|YHR184W|diethyl ether","10.03"
"sba1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YEL036C","9.675"
"tel2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YDR495C|21-deoxyconcanamycin A","9.7322"
"tel2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPR101W","9.7322"
"ste6 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.581"
"cia1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YML062C","11.3742"
"cia1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YML062C","9.545"
"dls1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","24260565","8.9671"
"chm7 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000126482|YLR182W|selenite(2-)","9.8433"
"ydl144c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000086033|YMR253C|tirapazamine (500 uM)","9.6582"
"gpi18 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","20967895","9.9776"
"ntc20 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16738548","9.7265"
"mft1 (saccharomyces cerevisiae s288c)","is adjacent to","ynl140c (saccharomyces cerevisiae s288c)","NA","9.6703"
"mft1 (saccharomyces cerevisiae s288c)","affects","gpb2 (saccharomyces cerevisiae s288c)","S000145974|YBR101C|spermine","9.782"
"mft1 (saccharomyces cerevisiae s288c)","affects","tex1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR241W","9.8675"
"mft1 (saccharomyces cerevisiae s288c)","affects","(1ar,2z,4e,14r,15as)-8-chloro-9,11-dihydroxy-14-methyl-1a,14,15,15a-tetrahydro-6h-oxireno[e][2]benzoxacyclotetradecine-6,12(7h)-dione","S000081669|YLR360W|wortmannin","9.4373"
"mft1 (saccharomyces cerevisiae s288c)","binds with","paa1 (saccharomyces cerevisiae s288c)","S000117007|YLR241W|acrolein (5 mM)","8.6844"
"mft1 (saccharomyces cerevisiae s288c)","binds with","caf40 (saccharomyces cerevisiae s288c)","S000152473|YHR032W|benzo[a]pyrene","9.8069"
"mft1 (saccharomyces cerevisiae s288c)","binds with","enniatin","NA","9.0141"
"mft1 (saccharomyces cerevisiae s288c)","gene product variant increases","hrb1 (saccharomyces cerevisiae s288c)","S000155945|YHR032W|toxaphene (640 uM)","9.6161"
"mft1 (saccharomyces cerevisiae s288c)","gene product variant decreases","dls1 (saccharomyces cerevisiae s288c)","S000155945|YLR241W|toxaphene (640 uM)","8.8648"
"mft1 (saccharomyces cerevisiae s288c)","gene product variant decreases","ogg1 (saccharomyces cerevisiae s288c)","S000129739|YBR101C|cordycepin (20 ug/ml)","9.7516"
"snt309 (saccharomyces cerevisiae s288c)","is adjacent to","spp2 (saccharomyces cerevisiae s288c)","STRING-db4932.YGL020C","9.4269"
"snt309 (saccharomyces cerevisiae s288c)","is adjacent to","cwc25 (saccharomyces cerevisiae s288c)","S000138697|YGL020C|4-chlorophenol (1 mM)","9.9853"
"snt309 (saccharomyces cerevisiae s288c)","binds with","cwc24 (saccharomyces cerevisiae s288c)","S000185134|YER083C|valinomycin (15 mg/l)","9.8604"
"snt309 (saccharomyces cerevisiae s288c)","binds with","cwc15 (saccharomyces cerevisiae s288c)","S000116267|YDL100C|hygromycin B (7 ug/ml)","8.9586"
"snt309 (saccharomyces cerevisiae s288c)","binds with","dib1 (saccharomyces cerevisiae s288c)","STRING-db4932.YOR069W","9.5424"
"snt309 (saccharomyces cerevisiae s288c)","gene product variant increases","bud13 (saccharomyces cerevisiae s288c)","STRING-db4932.YGL020C","8.8426"
"snt309 (saccharomyces cerevisiae s288c)","gene product variant increases","ypr098c (saccharomyces cerevisiae s288c)","S000081669|YGL020C|wortmannin","9.1939"
"snt309 (saccharomyces cerevisiae s288c)","gene product variant decreases","yju2 (saccharomyces cerevisiae s288c)","S000142378|YDL100C|camptothecin (43 uM)","9.4651"
"snt309 (saccharomyces cerevisiae s288c)","gene product variant decreases","syf2 (saccharomyces cerevisiae s288c)","S000156575|YOR069W|hygrolidin","9.6302"
"snt309 (saccharomyces cerevisiae s288c)","gene product variant decreases","ntc20 (saccharomyces cerevisiae s288c)","S000116267|YER083C|bleomycin (0.01 U/ml)","9.6105"
"mrl1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000176422|YNL288W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","8.9671"
"nas2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000121326|YOR034C|phytosphingosine (5-20 uM)","10.576"
"ppz1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000118618|YOR284W|methyl methanesulfonate","9.7702"
"psf3 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YGR135W","9.6391"
"psf3 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000135573|YKL084W|amitrole (22 mg/ml)","9.6391"
"pxa1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000155945|YLR092W|toxaphene (640 uM)","9.7107"
"ypr098c (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","15883373","9.2787"
"arp9 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000181236|YHR182W|flucytosine (0.04 ug/mL)","9.3813"
"faa1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000153807|YKL039W|glyoxal (20 mM)","10.0107"
"gcr1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000126482|YLR182W|selenite(2-)","9.7812"
"bbp1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","21880895","9.5971"
"ynr029c (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000076085|YCR069W|citric acid (400 mM)","9.4871"
"ngl1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000181479|YJR115W|myriocin (1 uM)","9.6734"
"cpr8 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YPL084W","9.7404"
"mek1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000081669|YDR071C|wortmannin","10.0127"
"mic60 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152473|YLR090W|benzo[a]pyrene","9.7907"
"cue5 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YPL084W","10.062"
"ymr018w (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000176422|YKL039W|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.8427"
"ynl011c (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","10407277","9.6872"
"ala1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","STRING-db4932.YLR182W","9.2567"
"did4 (saccharomyces cerevisiae s288c)","is adjacent to","ycl049c (saccharomyces cerevisiae s288c)","S000155945|YLR031W|toxaphene (640 uM)","10.0396"
"did4 (saccharomyces cerevisiae s288c)","affects","sdd1 (saccharomyces cerevisiae s288c)","S000154649|YLR097C|FTase Inhibitor I (10 uM)","10.1224"
"did4 (saccharomyces cerevisiae s288c)","affects","ycl049c (saccharomyces cerevisiae s288c)","STRING-db4932.YLR224W","10.0396"
"did4 (saccharomyces cerevisiae s288c)","affects","ybr242w (saccharomyces cerevisiae s288c)","S000152473|YLR031W|benzo[a]pyrene","9.2067"
"did4 (saccharomyces cerevisiae s288c)","affects","aim7 (saccharomyces cerevisiae s288c)","20691087","9.4935"
"did4 (saccharomyces cerevisiae s288c)","affects","aur1 (saccharomyces cerevisiae s288c)","24260565","9.5126"
"did4 (saccharomyces cerevisiae s288c)","affects","aur1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR315W","9.5126"
"did4 (saccharomyces cerevisiae s288c)","binds with","yer084w (saccharomyces cerevisiae s288c)","STRING-db4932.YPL075W","8.9105"
"did4 (saccharomyces cerevisiae s288c)","binds with","ylr108c (saccharomyces cerevisiae s288c)","S000059338|YBL067C|L-canavanine sulfate (1 ug/ml)","9.3692"
"did4 (saccharomyces cerevisiae s288c)","binds with","ygr035c (saccharomyces cerevisiae s288c)","S000119919|YLR097C|methylmercury chloride (1 uM)","10.1354"
"did4 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","STRING-db4932.YPR105C","9.4336"
"did4 (saccharomyces cerevisiae s288c)","gene product variant increases","sdd1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPR155C","10.1224"
"did4 (saccharomyces cerevisiae s288c)","gene product variant increases","yel068c (saccharomyces cerevisiae s288c)","S000152383|YIR025W|cycloheximide (100 ng/ml)","8.8355"
"did4 (saccharomyces cerevisiae s288c)","gene product variant increases","ylr108c (saccharomyces cerevisiae s288c)","S000155100|YPL075W|miconazole (1000 ug/ml)","9.3692"
"did4 (saccharomyces cerevisiae s288c)","gene product variant increases","ygr035c (saccharomyces cerevisiae s288c)","S000135573|YPR155C|amitrole (22 mg/ml)","10.1354"
"did4 (saccharomyces cerevisiae s288c)","gene product variant decreases","yel068c (saccharomyces cerevisiae s288c)","STRING-db4932.YLR315W","8.8355"
"did4 (saccharomyces cerevisiae s288c)","gene product variant decreases","aim7 (saccharomyces cerevisiae s288c)","S000152189|YPR105C|5-chloro-7-iodoquinolin-8-ol","9.4935"
"did4 (saccharomyces cerevisiae s288c)","gene product variant decreases","cladoniamide derivative","NA","9.4336"
"did4 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","yer084w (saccharomyces cerevisiae s288c)","S000119919|YLR097C|methylmercury chloride (20-140 uM)","8.9105"
"did4 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","ybr242w (saccharomyces cerevisiae s288c)","S000079982|YIR025W|diethyl ether","9.2067"
